Sample,X(ms) [03.09.0265 14:27:18 095 UTC],CurrentSetpoint[mm],ScaledInput[mm],Output[%]
126,39016.971900,80,80.6061935424805,92.5345077514648
127,39329.459100,80,80.917236328125,0
128,39657.606500,80,80.6061935424805,78.9092788696289
129,39948.434700,80,79.618766784668,100
130,40260.919700,80,80.0817413330078,20.8008403778076
131,40573.424000,80,79.9913177490234,53.3857803344727
132,40885.928300,80,79.8357925415039,0
133,41198.451400,80,79.618766784668,100
134,41510.956100,80,79.7128067016602,100
135,41823.440300,80,79.3728332519531,31.1923408508301
136,42125.664200,80,79.618766784668,100
137,42438.186000,80,79.7598266601563,0
138,42750.673100,80,79.3728332519531,100
139,43063.176100,80,79.7887725830078,72.2845001220703
140,43375.681300,80,79.9913177490234,19.8519401550293
141,43688.185100,80,79.9262237548828,100
142,44000.707400,80,78.9170989990234,100
143,44313.192400,80,80.0057830810547,60.6695289611816
144,44625.697500,80,80.1287612915039,82.7698135375977
145,44938.200900,80,80.360237121582,10.8184995651245
146,45250.705200,80,80.360237121582,100
147,45578.856500,80,79.3728332519531,100
148,45877.114800,80,80.6387405395508,54.1021118164063
149,46189.619000,80,81.1740417480469,99.9306716918945
150,46502.142100,80,80.6061935424805,42.1734580993652
151,46814.646000,80,80.7798004150391,41.2005500793457
152,47120.182100,80,80.0238723754883,100
153,47432.686800,80,80.5157699584961,75.9757614135742
154,47745.209400,80,81.7201919555664,0
155,48057.694900,80,80.4832229614258,0
156,48370.218000,80,80.5157699584961,82.9062728881836
157,48682.721800,80,79.00390625,100
158,49000.476400,80,79.7381362915039,100
159,49312.980700,80,81.2246780395508,0
160,49625.503400,80,80.7472534179688,0
161,49938.008500,80,80.2987518310547,85.1387405395508
162,50250.493100,80,78.8013610839844,100
163,50562.997800,80,80.2372665405273,0
164,50875.499900,80,81.2355270385742,0
165,51188.007200,80,79.0798568725586,100
166,51500.509800,80,79.4957962036133,0.218632206320763
167,51813.033300,80,79.4668731689453,0
168,52125.517900,80,80.1143035888672,4.34035921096802
169,52438.041800,80,79.5572891235352,0
170,52750.528200,80,79.5717468261719,2.37647294998169
171,53063.493000,80,79.4957962036133,86.1832122802734
172,53376.016500,80,78.2298889160156,100
173,53688.501600,80,79.7417526245117,0
174,53995.137600,80,79.7923889160156,0
175,54307.641400,80,78.8809280395508,100
176,54620.126500,80,79.7272872924805,0
177,54932.650000,80,79.3728332519531,100
178,55245.134200,80,79.8683471679688,32.3323211669922
179,55557.637600,80,80.1287612915039,0
180,55870.162800,80,80.2372665405273,43.7708282470703
181,56172.482900,80,79.00390625,0
182,56484.967500,80,77.9550018310547,100
183,56797.491500,80,78.2660598754883,41.8619384765625
184,57109.994900,80,79.2028427124023,0
185,57422.481600,80,79.3728332519531,73.5378265380859
186,57735.003400,80,77.3690567016602,100
187,58047.508600,80,78.0020217895508,100
188,58359.992800,80,77.3980026245117,100
189,58672.498300,80,78.9858169555664,0
190,58985.021400,80,79.7417526245117,12.0720300674438
191,59313.131200,80,78.4143524169922,45.839469909668
192,59610.013700,80,78.3854064941406,100
193,59922.828900,80,78.3709487915039,65.9894027709961
194,60235.333600,80,78.8809280395508,72.4954376220703
195,60547.858000,80,79.7417526245117,50.2320404052734
196,60856.294800,80,77.7994766235352,100
197,61168.782000,80,78.2624435424805,75.182731628418
198,61481.284100,80,78.7868881225586,4.57770776748657
199,61793.806400,80,79.618766784668,39.2555694580078
200,62106.310700,80,79.39453125,1.62745499610901
201,62418.797800,80,79.2643203735352,0.508526027202606
202,62731.319600,80,79.618766784668,98.9650726318359
203,63047.188700,80,79.3872985839844,6.39982509613037
204,63359.693000,80,80.6134262084961,0
205,63672.195100,80,80.6098098754883,100
206,63984.700700,80,78.9098663330078,100
207,64297.203200,80,79.9913177490234,0
208,64609.717800,80,80.4542770385742,100
209,64922.213900,80,80.2661972045898,75.1328277587891
210,65234.737000,80,80.46875,16.6639194488525
211,65563.128200,80,80.7183227539063,56.6447105407715
212,65868.238800,80,80.3927917480469,100
213,66165.258600,80,79.00390625,100
214,66477.762800,80,80.3529968261719,52.1054496765137
215,66790.267500,80,80.6206588745117,11.8194904327393
216,67104.826700,80,79.7272872924805,100
217,67417.331400,80,80.1143035888672,0
218,67729.834800,80,78.8339080810547,100
219,68042.340800,80,78.3854064941406,100
220,68354.843400,80,79.4126129150391,100
221,68667.348100,80,79.6657867431641,100
222,68979.852400,80,80.4832229614258,0
223,69370.483100,80,79.3872985839844,100
224,69604.860500,80,79.9045104980469,0
225,69917.364800,80,81.1017074584961,0
226,70218.631100,80,80.0564193725586,100
227,70531.133700,80,80.360237121582,0
228,70843.639200,80,79.0653915405273,100
229,71156.142200,80,79.4017562866211,0
230,71468.646100,80,80.1143035888672,43.5173110961914
231,71781.149900,80,80.7002334594727,100
232,72093.654600,80,79.1268768310547,100
233,72406.158900,80,79.0798568725586,100
234,72718.663200,80,80.2372665405273,0
235,73031.167500,80,80.76171875,43.6290893554688
236,73374.922600,80,79.3185729980469,100
237,73656.180300,80,78.6313629150391,100
