Sample,X(ms) [03.09.0265 13:31:19 935 UTC],CurrentSetpoint[mm],ScaledInput[mm],Output[%]
467,145495.324400,80,79.9008865356445,65.3420715332031
468,145807.809000,80,80.6025772094727,12.8593902587891
469,146120.315000,80,80.8702163696289,55.5384902954102
470,146432.837700,80,79.4994201660156,100
471,146745.321900,80,79.8683471679688,38.0737800598145
472,147057.827900,80,79.8140869140625,66.4422378540039
473,147385.975700,80,80.1179122924805,23.6103801727295
474,147682.836000,80,80.17578125,57.5642318725586
475,147995.358200,80,80.8557586669922,58.1461715698242
476,148307.845000,80,79.7417526245117,56.2741394042969
477,148620.347500,80,79.6223907470703,95.9302368164063
478,148932.871000,80,79.4957962036133,72.1064071655273
479,149245.356900,80,80.4217300415039,56.7548408508301
480,149557.861600,80,81.3368072509766,0
481,149870.365900,80,79.9913177490234,58.4824409484863
482,150182.868500,80,80.6676788330078,58.876708984375
483,150495.372800,80,79.7417526245117,76.6804733276367
484,150807.877500,80,80.4976806640625,57.0080299377441
485,151120.383500,80,81.3404235839844,32.1050109863281
486,151432.888200,80,79.4957962036133,69.3211288452148
487,151745.391600,80,80.2372665405273,34.6092681884766
488,152057.913800,80,79.2534713745117,88.3401336669922
489,152370.418500,80,80.5447006225586,52.8684387207031
490,152682.923200,80,81.1017074584961,43.7675094604492
491,152995.407800,80,79.00390625,72.8793334960938
492,153323.558700,80,80.3566284179688,23.9520702362061
493,153620.435600,80,79.1268768310547,98.1592407226563
494,153932.939500,80,80.360237121582,56.0417213439941
495,154239.220100,80,81.1017074584961,43.4073295593262
496,154551.742800,80,80.17578125,63.3956184387207
497,154864.227400,80,79.9877014160156,33.8969802856445
498,155176.750900,80,79.0653915405273,74.9814834594727
499,155489.255600,80,80.2372665405273,57.1279792785645
500,155801.741500,80,81.1921310424805,30.1277809143066
501,156114.246200,80,79.2498626708984,70.3774032592773
502,156426.769300,80,79.8683471679688,40.9028091430664
503,156739.254700,80,79.3113403320313,69.7520065307617
504,157067.383800,80,80.107063293457,22.0711803436279
505,157364.281700,80,81.1017074584961,36.9872512817383
506,157676.785500,80,78.8266830444336,73.4499664306641
507,157989.289800,80,79.9877014160156,31.4991302490234
508,158301.794500,80,78.6313629150391,75.4002532958984
509,158614.280800,80,79.7706909179688,21.8542804718018
510,158926.783000,80,80.4217300415039,56.5368499755859
511,159239.307300,80,78.8917770385742,100
512,159551.812000,80,79.7381362915039,31.0652694702148
513,159864.297900,80,79.00390625,73.0869674682617
514,160176.800500,80,80.1432266235352,21.0897102355957
515,160489.323600,80,79.618766784668,65.0579528808594
516,160817.434700,80,79.2534713745117,100
517,161124.060000,80,79.3113403320313,68.0547027587891
518,161420.955700,80,79.9913177490234,68.1053771972656
519,161733.460400,80,78.7796630859375,88.4477920532227
520,162045.964700,80,80.0528030395508,61.0286598205566
521,162359.560800,80,81.2246780395508,42.783618927002
522,162672.085200,80,79.2498626708984,75.3508987426758
523,162984.569800,80,80.2372665405273,42.7201614379883
524,163297.094200,80,79.2498626708984,78.3740921020508
525,163609.580900,80,79.8755798339844,82.9331665039063
526,163922.102700,80,80.9751129150391,19.5716209411621
527,164234.587700,80,79.618766784668,71.4657669067383
528,164547.092900,80,80.3891830444336,40.7763786315918
529,164859.615100,80,80.1287612915039,68.9826965332031
530,165172.119400,80,80.8521423339844,54.4167709350586
531,165484.605700,80,81.6225433349609,32.7278099060059
532,165797.110000,80,79.618766784668,70.7246475219727
533,166109.614700,80,80.2336502075195,36.5247802734375
534,166422.118500,80,79.6802673339844,69.6492767333984
535,166734.623200,80,80.7255477905273,16.8883399963379
536,167047.127100,80,81.2246780395508,51.9158401489258
537,167359.629700,80,79.3728332519531,71.1259918212891
538,167672.153600,80,80.2372665405273,35.230110168457
539,167984.639100,80,79.6802673339844,68.2461318969727
540,168297.144200,80,80.5121536254883,18.5829391479492
541,168609.648500,80,81.2102127075195,44.3499183654785
542,168922.154000,80,79.1196365356445,72.6272735595703
543,169234.363600,80,79.9913177490234,43.2166290283203
544,169546.868400,80,79.5572891235352,68.4602203369141
545,169859.391900,80,80.2047119140625,20.9606609344482
546,170171.876100,80,80.8557586669922,55.8765182495117
547,170484.380800,80,79.00390625,73.2587966918945
548,170812.531600,80,80.1721572875977,28.6007804870605
549,171109.390600,80,80.5447006225586,60.5099716186523
550,171421.913300,80,79.9877014160156,27.7206802368164
551,171734.397400,80,80.4832229614258,57.0983390808105
552,172046.903800,80,79.7417526245117,91.4501571655273
553,172359.406800,80,79.8647232055664,30.934850692749
554,172671.930400,80,79.8032379150391,64.2551727294922
555,172984.416700,80,78.8809280395508,74.0818634033203
556,173296.920500,80,80.732780456543,44.0262298583984
557,173609.442800,80,80.7291564941406,62.0184288024902
558,173921.927400,80,79.3728332519531,54.0468711853027
559,174234.452200,80,79.9913177490234,65.5550308227539
